,age,race,earnwke,employed,unemployed,married,union,ne_states,so_states,ce_states,we_states,government,private,self,educ_lths,educ_hs,educ_somecol,educ_aa,educ_bac,educ_adv,female
4048,54,1,"1019,23",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4049,34,3,"403,84",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4050,51,1,"1164,8",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4051,51,1,730,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4052,52,1,346,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
4053,46,1,500,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4054,33,1,"653,84",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4055,56,1,"1057,69",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4056,54,1,500,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4057,38,3,150,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4058,48,1,"1596,15",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4059,45,1,"615,38",1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4060,58,1,,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
4061,25,1,"697,8",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4062,21,3,"470,7",0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4063,41,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4064,45,1,320,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4065,29,1,"903,84",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4066,31,1,720,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4067,26,1,380,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4068,21,1,"218,75",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4069,34,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
4070,32,1,"591,4",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4071,38,1,728,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4072,23,1,"276,92",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4074,53,1,996,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4075,53,1,886,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4076,22,3,730,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
4077,49,1,"769,23",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4078,47,1,"384,61",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4079,45,1,1700,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4080,38,1,243,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4081,20,1,520,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4082,61,2,1700,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4083,25,1,680,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4084,20,1,923,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4085,19,1,312,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4086,42,2,"961,38",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4087,41,2,1250,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4088,33,1,1198,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
4089,39,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4090,44,1,255,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4091,44,1,795,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4092,25,1,"846,15",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
4093,25,1,"826,92",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4094,48,1,596,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4095,34,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
4096,33,1,250,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4097,46,1,,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4098,27,1,"214,5",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4099,24,1,400,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4100,58,1,"1120,9",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
4101,38,1,"384,61",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4104,58,1,1560,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4105,42,1,,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4106,36,1,440,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4107,33,1,"769,23",1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4108,31,1,500,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4109,44,1,1300,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4110,51,1,875,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4111,52,1,2200,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4112,56,1,592,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4113,28,1,1000,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4114,27,1,400,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4115,43,1,855,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4116,53,1,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4117,43,1,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4118,31,2,290,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4119,42,1,"137,25",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4120,55,1,500,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4121,60,1,865,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4123,45,1,"442,3",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4124,46,1,"385,2",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4125,25,2,400,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4126,54,1,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4127,49,1,,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4128,54,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4129,53,1,560,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4130,37,1,"1923,07",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4131,52,1,800,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4132,58,1,384,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4133,53,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4134,51,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
4135,48,1,"646,15",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4136,34,3,"1346,15",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4137,33,3,480,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4138,35,1,"576,92",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4139,39,1,680,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
4140,40,1,"181,25",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4141,45,1,640,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4142,37,1,875,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
4143,48,1,"784,61",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4144,46,1,"346,15",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4145,59,1,"969,23",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4146,58,1,"462,5",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4147,40,1,"2884,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4148,45,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4149,18,1,116,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4150,19,1,90,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4151,52,1,"346,15",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4152,30,1,,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
4153,48,1,"1673,07",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4154,48,1,"690,5",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
4155,52,1,461,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4156,63,1,846,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4157,29,1,,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4158,52,1,400,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4159,36,1,506,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4160,29,1,"659,6",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4161,45,1,1894,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4162,45,1,2094,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
4163,52,1,692,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4164,51,1,1153,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4165,41,3,352,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4166,41,3,900,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
4167,29,1,"679,2",1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4168,23,1,"518,4",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4169,58,1,"769,23",0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
4170,48,1,"1105,76",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4171,59,1,"865,38",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4172,56,1,424,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4173,29,1,1250,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4174,24,1,200,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4175,45,1,370,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4176,57,1,865,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
4177,61,1,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4178,34,1,"2156,86",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4180,54,1,336,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
4181,53,1,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
4182,53,1,600,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4183,23,2,460,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4184,35,2,450,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4185,63,2,400,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4186,49,1,1750,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4187,60,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
4188,39,1,100,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4189,39,1,850,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4190,37,1,"258,24",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4191,29,2,130,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
4192,32,1,600,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4193,60,3,961,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4194,52,3,1250,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
4195,47,1,576,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4196,42,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
4197,54,1,"429,1",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4198,44,1,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4199,41,1,"1653,84",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
4201,49,1,1000,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4202,48,1,650,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
4203,43,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4204,45,1,1640,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4205,20,1,150,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4206,40,1,300,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4207,27,1,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4208,30,1,1923,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4209,30,1,1442,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
4210,50,1,"1826,92",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4211,55,1,"2692,3",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4212,56,1,"673,07",1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4213,54,1,"769,23",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
4214,58,1,"865,38",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4215,55,1,"807,69",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
4216,59,1,769,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4217,55,1,,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4218,47,1,"692,3",1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
4219,38,1,"889,5",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
4220,33,1,"2692,3",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4221,58,1,,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4222,56,1,,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4223,60,1,"2884,61",1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4224,32,2,1153,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4225,33,2,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4226,36,1,,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4227,58,1,360,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4228,35,1,"1076,92",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4229,31,1,"230,76",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4230,36,1,1405,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4231,56,1,"1230,76",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4232,55,1,1057,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4235,57,2,,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
4236,28,3,"548,4",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4237,29,1,810,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4238,23,3,600,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4239,55,3,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4241,37,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4242,38,1,957,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4243,44,2,360,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4244,19,2,"217,5",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
4245,49,1,"980,76",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4246,49,1,"1346,15",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4247,30,1,550,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
4249,34,1,"961,53",1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4250,46,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4251,45,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
4252,51,1,,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4253,41,1,900,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
4254,52,1,"538,46",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4255,38,1,540,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
4256,39,1,"669,23",1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4257,48,1,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4258,29,1,1250,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4259,24,1,"673,07",1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4260,60,1,1026,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4261,38,1,95,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4262,35,1,"769,23",1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4263,33,1,560,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4264,22,1,540,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4265,21,1,585,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4266,18,1,225,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4267,50,1,888,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4268,26,1,482,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4269,29,1,"673,07",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
4270,43,1,900,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4271,38,1,"2884,61",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4272,37,1,1000,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4273,62,2,780,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4274,47,1,"1634,61",1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
4275,45,1,"576,92",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4276,55,2,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
4277,44,1,,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4278,27,1,340,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4279,26,1,280,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4280,58,1,"2057,69",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4281,27,1,210,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4282,50,1,"1923,07",1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4283,49,1,1730,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4284,44,1,"2115,38",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4285,43,1,"192,3",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4286,58,1,"882,4",0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4287,32,1,"1057,69",1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
4288,30,1,"461,53",1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
4289,21,1,270,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
4290,42,1,300,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4291,60,1,"1507,5",1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4292,60,1,"787,5",1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
4293,51,1,750,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4294,48,1,424,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4295,47,1,"460,25",1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4296,53,1,304,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4297,38,2,"1384,61",1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4298,48,1,"441,2",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4299,58,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4301,56,1,455,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
4302,49,1,100,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4303,59,1,1700,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4304,56,1,350,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
4305,33,1,420,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4306,61,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4309,61,1,"730,76",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
4310,35,1,540,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4311,33,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
4312,45,1,"1038,46",1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4313,18,1,"34,61",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4314,29,1,"903,84",0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4315,28,1,769,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4316,34,1,"538,46",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4317,46,1,1980,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4318,49,1,1055,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4319,61,1,200,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4320,60,1,"1675,67",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4321,54,1,300,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
4322,44,1,850,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4323,26,2,400,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4324,27,2,108,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4325,27,1,"646,15",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
4326,63,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4328,45,1,460,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4329,35,3,"384,61",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4330,33,3,"288,46",1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
4331,30,1,1153,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4332,51,1,480,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
4333,19,1,"192,3",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4334,46,1,"720,16",0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4335,39,3,1634,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4336,39,3,,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
4337,39,3,"692,3",1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
4338,52,3,250,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4339,39,1,1210,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4340,34,1,600,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4341,42,1,340,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4342,29,1,"1923,05",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
4343,30,1,"961,53",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1
4344,57,1,,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
4345,31,1,160,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
4346,45,1,553,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4347,38,1,1134,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4348,32,1,320,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4349,49,1,,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4350,39,1,"1923,05",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
4351,33,1,"1153,84",1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4352,33,1,"2307,69",1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4353,39,1,840,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4354,57,1,"961,53",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
4355,43,1,"1480,76",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
4356,19,1,460,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4357,18,1,345,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
4358,45,1,1884,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4359,23,1,,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4360,43,1,900,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4361,41,1,500,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
4362,57,2,923,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
